file	CorP	name	mean	median	sd	quantile0.025	quantile0.975
IBC2FULL_PF_genomics_Ethiopia_DR2_IBC_merged.COI_dist_plot.samplemiss-25.sitemiss-20_COIfromGDS.tsv	P	1097	0.599664656	0.617379	0.0955	0.078673	0.649639
IBC2FULL_PF_genomics_Ethiopia_DR2_IBC_merged.COI_dist_plot.samplemiss-25.sitemiss-20_COIfromGDS.tsv	P	1098	0.982483292	0.997115	0.10234	0.966165	0.999621
IBC2FULL_PF_genomics_Ethiopia_DR2_IBC_merged.COI_dist_plot.samplemiss-25.sitemiss-20_COIfromGDS.tsv	P	1099	0.912017116	0.934211	0.12101	0.40415875	0.950008
IBC2FULL_PF_genomics_Ethiopia_DR2_IBC_merged.COI_dist_plot.samplemiss-25.sitemiss-20_COIfromGDS.tsv	P	1100	0.034859459	0.035727	0.00835	0.008364	0.050291
IBC2FULL_PF_genomics_Ethiopia_DR2_IBC_merged.COI_dist_plot.samplemiss-25.sitemiss-20_COIfromGDS.tsv	P	1101	0.892595836	0.917463	0.12425	0.45889	0.931628
IBC2FULL_PF_genomics_Ethiopia_DR2_IBC_merged.COI_dist_plot.samplemiss-25.sitemiss-20_COIfromGDS.tsv	P	1102	0.087412168	0.088024	0.01724	0.016079	0.10912
IBC2FULL_PF_genomics_Ethiopia_DR2_IBC_merged.COI_dist_plot.samplemiss-25.sitemiss-20_COIfromGDS.tsv	P	1103	0.979504621	0.996399	0.10864	0.831162	0.999411
IBC2FULL_PF_genomics_Ethiopia_DR2_IBC_merged.COI_dist_plot.samplemiss-25.sitemiss-20_COIfromGDS.tsv	P	1104	0.010427742	0.008326	0.00821	0.003781	0.02237
IBC2FULL_PF_genomics_Ethiopia_DR2_IBC_merged.COI_dist_plot.samplemiss-25.sitemiss-20_COIfromGDS.tsv	P	1105	0.519476464	0.5365105	0.08395	0.083865	0.566661
IBC2FULL_PF_genomics_Ethiopia_DR2_IBC_merged.COI_dist_plot.samplemiss-25.sitemiss-20_COIfromGDS.tsv	P	1106	0.518146226	0.538538	0.09483	0.083251	0.573677
IBC2FULL_PF_genomics_Ethiopia_DR2_IBC_merged.COI_dist_plot.samplemiss-25.sitemiss-20_COIfromGDS.tsv	P	1107	0.580833303	0.595657	0.08627	0.123838	0.626833
IBC2FULL_PF_genomics_Ethiopia_DR2_IBC_merged.COI_dist_plot.samplemiss-25.sitemiss-20_COIfromGDS.tsv	P	1108	0.096419738	0.098104	0.02015	0.0120046	0.121600275
IBC2FULL_PF_genomics_Ethiopia_DR2_IBC_merged.COI_dist_plot.samplemiss-25.sitemiss-20_COIfromGDS.tsv	P	1109	0.883859465	0.901648	0.10863	0.705088	0.921235
IBC2FULL_PF_genomics_Ethiopia_DR2_IBC_merged.COI_dist_plot.samplemiss-25.sitemiss-20_COIfromGDS.tsv	P	1110	0.270908943	0.279289	0.04938	0.030703	0.303596175
IBC2FULL_PF_genomics_Ethiopia_DR2_IBC_merged.COI_dist_plot.samplemiss-25.sitemiss-20_COIfromGDS.tsv	P	1111	0.589717495	0.60773	0.09958	0.131147	0.64291585
IBC2FULL_PF_genomics_Ethiopia_DR2_IBC_merged.COI_dist_plot.samplemiss-25.sitemiss-20_COIfromGDS.tsv	P	1112	0.971824718	0.981427	0.07737	0.968675	0.995989
IBC2FULL_PF_genomics_Ethiopia_DR2_IBC_merged.COI_dist_plot.samplemiss-25.sitemiss-20_COIfromGDS.tsv	P	1113	0.109703614	0.111081	0.02073	0.029704	0.138093
IBC2FULL_PF_genomics_Ethiopia_DR2_IBC_merged.COI_dist_plot.samplemiss-25.sitemiss-20_COIfromGDS.tsv	P	1114	0.939445229	0.952298	0.10504	0.938243475	0.972575
IBC2FULL_PF_genomics_Ethiopia_DR2_IBC_merged.COI_dist_plot.samplemiss-25.sitemiss-20_COIfromGDS.tsv	P	1116	0.861195381	0.883742	0.12407	0.2732759	0.905882
IBC2FULL_PF_genomics_Ethiopia_DR2_IBC_merged.COI_dist_plot.samplemiss-25.sitemiss-20_COIfromGDS.tsv	P	1117	0.718575209	0.7385925	0.10887	0.151519	0.770656
IBC2FULL_PF_genomics_Ethiopia_DR2_IBC_merged.COI_dist_plot.samplemiss-25.sitemiss-20_COIfromGDS.tsv	P	1118	0.963532657	0.977429	0.09884	0.905436	0.984466
IBC2FULL_PF_genomics_Ethiopia_DR2_IBC_merged.COI_dist_plot.samplemiss-25.sitemiss-20_COIfromGDS.tsv	P	1119	0.978332382	0.990481	0.0879	0.979440225	0.995789
IBC2FULL_PF_genomics_Ethiopia_DR2_IBC_merged.COI_dist_plot.samplemiss-25.sitemiss-20_COIfromGDS.tsv	P	1120	0.969100503	0.975556	0.07359	0.961158	0.987563
IBC2FULL_PF_genomics_Ethiopia_DR2_IBC_merged.COI_dist_plot.samplemiss-25.sitemiss-20_COIfromGDS.tsv	P	1121	0.252646329	0.260346	0.04498	0.042391	0.286634
IBC2FULL_PF_genomics_Ethiopia_DR2_IBC_merged.COI_dist_plot.samplemiss-25.sitemiss-20_COIfromGDS.tsv	P	1122	0.178481481	0.184588	0.0302	0.08182995	0.215972
IBC2FULL_PF_genomics_Ethiopia_DR2_IBC_merged.COI_dist_plot.samplemiss-25.sitemiss-20_COIfromGDS.tsv	P	1123	0.137295571	0.1395185	0.0245	0.02519	0.167551
IBC2FULL_PF_genomics_Ethiopia_DR2_IBC_merged.COI_dist_plot.samplemiss-25.sitemiss-20_COIfromGDS.tsv	P	1124	0.446633338	0.462769	0.07564	0.079221	0.48723655
IBC2FULL_PF_genomics_Ethiopia_DR2_IBC_merged.COI_dist_plot.samplemiss-25.sitemiss-20_COIfromGDS.tsv	P	1125	0.943786195	0.958641	0.09704	0.8937768	0.970832
IBC2FULL_PF_genomics_Ethiopia_DR2_IBC_merged.COI_dist_plot.samplemiss-25.sitemiss-20_COIfromGDS.tsv	P	1126	0.973888096	0.997083	0.12926	0.4693	0.99932
IBC2FULL_PF_genomics_Ethiopia_DR2_IBC_merged.COI_dist_plot.samplemiss-25.sitemiss-20_COIfromGDS.tsv	P	1127	0.971143929	0.978965	0.0718	0.964118	0.988585
IBC2FULL_PF_genomics_Ethiopia_DR2_IBC_merged.COI_dist_plot.samplemiss-25.sitemiss-20_COIfromGDS.tsv	P	1128	0.959894378	0.977558	0.11317	0.6554457	0.98727
IBC2FULL_PF_genomics_Ethiopia_DR2_IBC_merged.COI_dist_plot.samplemiss-25.sitemiss-20_COIfromGDS.tsv	P	1129	0.965504107	0.980095	0.10228	0.96803	0.98925
IBC2FULL_PF_genomics_Ethiopia_DR2_IBC_merged.COI_dist_plot.samplemiss-25.sitemiss-20_COIfromGDS.tsv	P	1131	0.981817539	0.993941	0.08292	0.968269	0.996936
IBC2FULL_PF_genomics_Ethiopia_DR2_IBC_merged.COI_dist_plot.samplemiss-25.sitemiss-20_COIfromGDS.tsv	P	1132	0.100634102	0.103055	0.01948	0.015672	0.124287
IBC2FULL_PF_genomics_Ethiopia_DR2_IBC_merged.COI_dist_plot.samplemiss-25.sitemiss-20_COIfromGDS.tsv	P	1133	0.976531036	0.994715	0.10836	0.668746	0.997795
IBC2FULL_PF_genomics_Ethiopia_DR2_IBC_merged.COI_dist_plot.samplemiss-25.sitemiss-20_COIfromGDS.tsv	P	1134	0.553804673	0.565526	0.08422	0.136554125	0.61271555
IBC2FULL_PF_genomics_Ethiopia_DR2_IBC_merged.COI_dist_plot.samplemiss-25.sitemiss-20_COIfromGDS.tsv	P	1135	0.980249386	0.996931	0.10649	0.83336345	0.999301
IBC2FULL_PF_genomics_Ethiopia_DR2_IBC_merged.COI_dist_plot.samplemiss-25.sitemiss-20_COIfromGDS.tsv	P	1136	0.563619676	0.578656	0.0908	0.137451	0.615215525
IBC2FULL_PF_genomics_Ethiopia_DR2_IBC_merged.COI_dist_plot.samplemiss-25.sitemiss-20_COIfromGDS.tsv	P	1137	0.880324204	0.905775	0.12963	0.191622	0.922948
IBC2FULL_PF_genomics_Ethiopia_DR2_IBC_merged.COI_dist_plot.samplemiss-25.sitemiss-20_COIfromGDS.tsv	P	1138	0.884756885	0.910387	0.13164	0.272786	0.930732
IBC2FULL_PF_genomics_Ethiopia_DR2_IBC_merged.COI_dist_plot.samplemiss-25.sitemiss-20_COIfromGDS.tsv	P	1139	0.886007787	0.910031	0.12178	0.353692725	0.932624
IBC2FULL_PF_genomics_Ethiopia_DR2_IBC_merged.COI_dist_plot.samplemiss-25.sitemiss-20_COIfromGDS.tsv	P	1140	0.883212874	0.907071	0.12527	0.245407725	0.927141875
IBC2FULL_PF_genomics_Ethiopia_DR2_IBC_merged.COI_dist_plot.samplemiss-25.sitemiss-20_COIfromGDS.tsv	P	1141	0.923448496	0.944551	0.1187	0.3477195	0.9591
IBC2FULL_PF_genomics_Ethiopia_DR2_IBC_merged.COI_dist_plot.samplemiss-25.sitemiss-20_COIfromGDS.tsv	P	1142	0.924031666	0.941703	0.11162	0.5609012	0.95631
IBC2FULL_PF_genomics_Ethiopia_DR2_IBC_merged.COI_dist_plot.samplemiss-25.sitemiss-20_COIfromGDS.tsv	P	1143	0.841798336	0.863629	0.11972	0.251002	0.889062
IBC2FULL_PF_genomics_Ethiopia_DR2_IBC_merged.COI_dist_plot.samplemiss-25.sitemiss-20_COIfromGDS.tsv	P	1144	0.981340401	0.999023	0.10839	0.90804095	0.999306
IBC2FULL_PF_genomics_Ethiopia_DR2_IBC_merged.COI_dist_plot.samplemiss-25.sitemiss-20_COIfromGDS.tsv	P	1145	0.084515794	0.085504	0.01732	0.013198	0.10765975
IBC2FULL_PF_genomics_Ethiopia_DR2_IBC_merged.COI_dist_plot.samplemiss-25.sitemiss-20_COIfromGDS.tsv	P	1146	0.946986472	0.963498	0.09603	0.737686	0.9726095
IBC2FULL_PF_genomics_Ethiopia_DR2_IBC_merged.COI_dist_plot.samplemiss-25.sitemiss-20_COIfromGDS.tsv	P	1147	0.633012132	0.653357	0.10102	0.150538	0.677321275
IBC2FULL_PF_genomics_Ethiopia_DR2_IBC_merged.COI_dist_plot.samplemiss-25.sitemiss-20_COIfromGDS.tsv	P	1148	0.632044924	0.648691	0.09646	0.120382	0.682895725
IBC2FULL_PF_genomics_Ethiopia_DR2_IBC_merged.COI_dist_plot.samplemiss-25.sitemiss-20_COIfromGDS.tsv	P	1149	0.904952738	0.927546	0.12709	0.298972225	0.945885
IBC2FULL_PF_genomics_Ethiopia_DR2_IBC_merged.COI_dist_plot.samplemiss-25.sitemiss-20_COIfromGDS.tsv	P	1150	0.977417134	0.991406	0.08952	0.63704	0.99658
IBC2FULL_PF_genomics_Ethiopia_DR2_IBC_merged.COI_dist_plot.samplemiss-25.sitemiss-20_COIfromGDS.tsv	P	1151	0.967219764	0.989909	0.11693	0.571573475	0.995153
IBC2FULL_PF_genomics_Ethiopia_DR2_IBC_merged.COI_dist_plot.samplemiss-25.sitemiss-20_COIfromGDS.tsv	P	1152	0.928717518	0.945589	0.10495	0.846016	0.960382175
IBC2FULL_PF_genomics_Ethiopia_DR2_IBC_merged.COI_dist_plot.samplemiss-25.sitemiss-20_COIfromGDS.tsv	P	1153	0.051520744	0.053183	0.0097	0.02854	0.06491
IBC2FULL_PF_genomics_Ethiopia_DR2_IBC_merged.COI_dist_plot.samplemiss-25.sitemiss-20_COIfromGDS.tsv	P	1154	0.925525847	0.944589	0.11324	0.659870625	0.958685
IBC2FULL_PF_genomics_Ethiopia_DR2_IBC_merged.COI_dist_plot.samplemiss-25.sitemiss-20_COIfromGDS.tsv	P	1155	0.984699688	0.997387	0.08024	0.835239	0.999328
IBC2FULL_PF_genomics_Ethiopia_DR2_IBC_merged.COI_dist_plot.samplemiss-25.sitemiss-20_COIfromGDS.tsv	P	1156	0.973705282	0.988621	0.09523	0.888989	0.995554
IBC2FULL_PF_genomics_Ethiopia_DR2_IBC_merged.COI_dist_plot.samplemiss-25.sitemiss-20_COIfromGDS.tsv	P	1157	0.746349229	0.769591	0.11065	0.192528	0.796058
IBC2FULL_PF_genomics_Ethiopia_DR2_IBC_merged.COI_dist_plot.samplemiss-25.sitemiss-20_COIfromGDS.tsv	P	1158	0.460923912	0.474358	0.07665	0.10287	0.510073
IBC2FULL_PF_genomics_Ethiopia_DR2_IBC_merged.COI_dist_plot.samplemiss-25.sitemiss-20_COIfromGDS.tsv	P	1159	0.463707822	0.476744	0.07854	0.088133	0.521188
IBC2FULL_PF_genomics_Ethiopia_DR2_IBC_merged.COI_dist_plot.samplemiss-25.sitemiss-20_COIfromGDS.tsv	P	1160	0.285058024	0.293731	0.05047	0.036394	0.325681
IBC2FULL_PF_genomics_Ethiopia_DR2_IBC_merged.COI_dist_plot.samplemiss-25.sitemiss-20_COIfromGDS.tsv	P	1161	0.269847309	0.278195	0.04731	0.035058	0.309594
IBC2FULL_PF_genomics_Ethiopia_DR2_IBC_merged.COI_dist_plot.samplemiss-25.sitemiss-20_COIfromGDS.tsv	P	1162	0.95767211	0.96344	0.05587	0.942965	0.97620755
IBC2FULL_PF_genomics_Ethiopia_DR2_IBC_merged.COI_dist_plot.samplemiss-25.sitemiss-20_COIfromGDS.tsv	P	1163	0.946554718	0.961761	0.09996	0.76320295	0.975007
IBC2FULL_PF_genomics_Ethiopia_DR2_IBC_merged.COI_dist_plot.samplemiss-25.sitemiss-20_COIfromGDS.tsv	P	1164	0.952563332	0.969818	0.09558	0.7239773	0.979799
IBC2FULL_PF_genomics_Ethiopia_DR2_IBC_merged.COI_dist_plot.samplemiss-25.sitemiss-20_COIfromGDS.tsv	P	1165	0.959863101	0.97096	0.08119	0.95564	0.988436
IBC2FULL_PF_genomics_Ethiopia_DR2_IBC_merged.COI_dist_plot.samplemiss-25.sitemiss-20_COIfromGDS.tsv	P	1166	0.959206932	0.969069	0.07624	0.927062	0.979684
IBC2FULL_PF_genomics_Ethiopia_DR2_IBC_merged.COI_dist_plot.samplemiss-25.sitemiss-20_COIfromGDS.tsv	P	1167	0.978401928	0.990939	0.08805	0.974853	0.996396
IBC2FULL_PF_genomics_Ethiopia_DR2_IBC_merged.COI_dist_plot.samplemiss-25.sitemiss-20_COIfromGDS.tsv	P	1169	0.218937213	0.224936	0.03294	0.12430735	0.250077
IBC2FULL_PF_genomics_Ethiopia_DR2_IBC_merged.COI_dist_plot.samplemiss-25.sitemiss-20_COIfromGDS.tsv	P	1173	0.098348878	0.099558	0.01885	0.036747	0.124106425
IBC2FULL_PF_genomics_Ethiopia_DR2_IBC_merged.COI_dist_plot.samplemiss-25.sitemiss-20_COIfromGDS.tsv	P	1174	0.15969779	0.164253	0.02996	0.033803	0.192963
IBC2FULL_PF_genomics_Ethiopia_DR2_IBC_merged.COI_dist_plot.samplemiss-25.sitemiss-20_COIfromGDS.tsv	P	1175	0.09045137	0.091771	0.01887	0.012362	0.115441
IBC2FULL_PF_genomics_Ethiopia_DR2_IBC_merged.COI_dist_plot.samplemiss-25.sitemiss-20_COIfromGDS.tsv	P	1178	0.275547895	0.2850135	0.04978	0.050674	0.3216756
IBC2FULL_PF_genomics_Ethiopia_DR2_IBC_merged.COI_dist_plot.samplemiss-25.sitemiss-20_COIfromGDS.tsv	P	1179	0.082863438	0.084511	0.0163	0.025914	0.101652
IBC2FULL_PF_genomics_Ethiopia_DR2_IBC_merged.COI_dist_plot.samplemiss-25.sitemiss-20_COIfromGDS.tsv	P	1180	0.924158924	0.9462005	0.11571	0.440647775	0.958720825
IBC2FULL_PF_genomics_Ethiopia_DR2_IBC_merged.COI_dist_plot.samplemiss-25.sitemiss-20_COIfromGDS.tsv	P	1181	0.925725162	0.94235	0.10589	0.60699	0.957155
IBC2FULL_PF_genomics_Ethiopia_DR2_IBC_merged.COI_dist_plot.samplemiss-25.sitemiss-20_COIfromGDS.tsv	P	1182	0.928581535	0.943083	0.09941	0.704007825	0.957664
IBC2FULL_PF_genomics_Ethiopia_DR2_IBC_merged.COI_dist_plot.samplemiss-25.sitemiss-20_COIfromGDS.tsv	P	1183	0.919601329	0.940949	0.12226	0.340868	0.961809
IBC2FULL_PF_genomics_Ethiopia_DR2_IBC_merged.COI_dist_plot.samplemiss-25.sitemiss-20_COIfromGDS.tsv	P	1184	0.982899546	0.997898	0.08897	0.833918475	0.999616
IBC2FULL_PF_genomics_Ethiopia_DR2_IBC_merged.COI_dist_plot.samplemiss-25.sitemiss-20_COIfromGDS.tsv	P	1185	0.984720903	0.995283	0.07896	0.97139	0.998066
IBC2FULL_PF_genomics_Ethiopia_DR2_IBC_merged.COI_dist_plot.samplemiss-25.sitemiss-20_COIfromGDS.tsv	P	1186	0.092471609	0.093676	0.01939	0.010009	0.11798335
IBC2FULL_PF_genomics_Ethiopia_DR2_IBC_merged.COI_dist_plot.samplemiss-25.sitemiss-20_COIfromGDS.tsv	P	1187	0.78749511	0.810105	0.12264	0.224057375	0.83558
IBC2FULL_PF_genomics_Ethiopia_DR2_IBC_merged.COI_dist_plot.samplemiss-25.sitemiss-20_COIfromGDS.tsv	P	1188	0.987330748	0.998178	0.08319	0.976206	0.999628
IBC2FULL_PF_genomics_Ethiopia_DR2_IBC_merged.COI_dist_plot.samplemiss-25.sitemiss-20_COIfromGDS.tsv	P	1189	0.2172202	0.224575	0.03767	0.06150685	0.2486
IBC2FULL_PF_genomics_Ethiopia_DR2_IBC_merged.COI_dist_plot.samplemiss-25.sitemiss-20_COIfromGDS.tsv	P	1191	0.338621062	0.3474	0.05735	0.0944455	0.38619
IBC2FULL_PF_genomics_Ethiopia_DR2_IBC_merged.COI_dist_plot.samplemiss-25.sitemiss-20_COIfromGDS.tsv	P	1192	0.396681054	0.408419	0.06721	0.075427575	0.445801
IBC2FULL_PF_genomics_Ethiopia_DR2_IBC_merged.COI_dist_plot.samplemiss-25.sitemiss-20_COIfromGDS.tsv	P	1193	0.693582987	0.712846	0.10648	0.13613	0.749995975
IBC2FULL_PF_genomics_Ethiopia_DR2_IBC_merged.COI_dist_plot.samplemiss-25.sitemiss-20_COIfromGDS.tsv	P	1195	0.37411465	0.385301	0.06507	0.045425	0.428645
IBC2FULL_PF_genomics_Ethiopia_DR2_IBC_merged.COI_dist_plot.samplemiss-25.sitemiss-20_COIfromGDS.tsv	P	1196	0.439262755	0.453743	0.07381	0.064506	0.484592
IBC2FULL_PF_genomics_Ethiopia_DR2_IBC_merged.COI_dist_plot.samplemiss-25.sitemiss-20_COIfromGDS.tsv	P	1197	0.352647332	0.361532	0.06131	0.037944	0.40085555
IBC2FULL_PF_genomics_Ethiopia_DR2_IBC_merged.COI_dist_plot.samplemiss-25.sitemiss-20_COIfromGDS.tsv	P	1198	0.311380486	0.322453	0.05247	0.069283	0.3492648
IBC2FULL_PF_genomics_Ethiopia_DR2_IBC_merged.COI_dist_plot.samplemiss-25.sitemiss-20_COIfromGDS.tsv	P	1199	0.107600605	0.111815	0.01935	0.026015	0.13148
IBC2FULL_PF_genomics_Ethiopia_DR2_IBC_merged.COI_dist_plot.samplemiss-25.sitemiss-20_COIfromGDS.tsv	P	1200	0.988842766	0.996734	0.06128	0.969499	0.999578
IBC2FULL_PF_genomics_Ethiopia_DR2_IBC_merged.COI_dist_plot.samplemiss-25.sitemiss-20_COIfromGDS.tsv	P	1201	0.03508819	0.0342	0.01133	0.02555	0.045967275
IBC2FULL_PF_genomics_Ethiopia_DR2_IBC_merged.COI_dist_plot.samplemiss-25.sitemiss-20_COIfromGDS.tsv	P	1202	0.88497424	0.906177	0.1167	0.381957225	0.926929
IBC2FULL_PF_genomics_Ethiopia_DR2_IBC_merged.COI_dist_plot.samplemiss-25.sitemiss-20_COIfromGDS.tsv	P	1203	0.510159474	0.528968	0.08585	0.106503125	0.5573806
IBC2FULL_PF_genomics_Ethiopia_DR2_IBC_merged.COI_dist_plot.samplemiss-25.sitemiss-20_COIfromGDS.tsv	P	1204	0.893097479	0.912571	0.11726	0.50300865	0.935221
IBC2FULL_PF_genomics_Ethiopia_DR2_IBC_merged.COI_dist_plot.samplemiss-25.sitemiss-20_COIfromGDS.tsv	P	1205	0.979161044	0.993118	0.0842	0.871418025	0.996792
IBC2FULL_PF_genomics_Ethiopia_DR2_IBC_merged.COI_dist_plot.samplemiss-25.sitemiss-20_COIfromGDS.tsv	P	1206	0.290959701	0.300112	0.05319	0.075421	0.325689
IBC2FULL_PF_genomics_Ethiopia_DR2_IBC_merged.COI_dist_plot.samplemiss-25.sitemiss-20_COIfromGDS.tsv	P	1207	0.950321934	0.961979	0.08661	0.939391	0.975351
IBC2FULL_PF_genomics_Ethiopia_DR2_IBC_merged.COI_dist_plot.samplemiss-25.sitemiss-20_COIfromGDS.tsv	P	1208	0.987552585	0.998829	0.09101	0.975555	0.999049
IBC2FULL_PF_genomics_Ethiopia_DR2_IBC_merged.COI_dist_plot.samplemiss-25.sitemiss-20_COIfromGDS.tsv	P	1209	0.983714906	0.99782	0.08908	0.925746	0.999423
IBC2FULL_PF_genomics_Ethiopia_DR2_IBC_merged.COI_dist_plot.samplemiss-25.sitemiss-20_COIfromGDS.tsv	P	1210	0.953749432	0.970259	0.10867	0.904919	0.978377
IBC2FULL_PF_genomics_Ethiopia_DR2_IBC_merged.COI_dist_plot.samplemiss-25.sitemiss-20_COIfromGDS.tsv	P	1211	0.986694862	0.998073	0.08987	0.993408	0.999898
IBC2FULL_PF_genomics_Ethiopia_DR2_IBC_merged.COI_dist_plot.samplemiss-25.sitemiss-20_COIfromGDS.tsv	P	1212	0.981317591	0.9983	0.10149	0.84978	0.999649
IBC2FULL_PF_genomics_Ethiopia_DR2_IBC_merged.COI_dist_plot.samplemiss-25.sitemiss-20_COIfromGDS.tsv	P	1213	0.980050433	0.999327	0.10285	0.568741	0.999806
IBC2FULL_PF_genomics_Ethiopia_DR2_IBC_merged.COI_dist_plot.samplemiss-25.sitemiss-20_COIfromGDS.tsv	P	1214	0.982924988	0.999001	0.09422	0.802839	0.999896
IBC2FULL_PF_genomics_Ethiopia_DR2_IBC_merged.COI_dist_plot.samplemiss-25.sitemiss-20_COIfromGDS.tsv	P	1215	0.829002684	0.846213	0.10898	0.476113875	0.876344
IBC2FULL_PF_genomics_Ethiopia_DR2_IBC_merged.COI_dist_plot.samplemiss-25.sitemiss-20_COIfromGDS.tsv	P	1216	0.519216458	0.534157	0.08305	0.141692	0.576749
IBC2FULL_PF_genomics_Ethiopia_DR2_IBC_merged.COI_dist_plot.samplemiss-25.sitemiss-20_COIfromGDS.tsv	P	1217	0.711903	0.7323445	0.10512	0.186372	0.75485425
IBC2FULL_PF_genomics_Ethiopia_DR2_IBC_merged.COI_dist_plot.samplemiss-25.sitemiss-20_COIfromGDS.tsv	P	1218	0.694238914	0.710663	0.10155	0.136263	0.746164
IBC2FULL_PF_genomics_Ethiopia_DR2_IBC_merged.COI_dist_plot.samplemiss-25.sitemiss-20_COIfromGDS.tsv	P	1219	0.691355123	0.708055	0.1006	0.168495	0.738972
IBC2FULL_PF_genomics_Ethiopia_DR2_IBC_merged.COI_dist_plot.samplemiss-25.sitemiss-20_COIfromGDS.tsv	P	1220	0.969680917	0.985836	0.09969	0.85752735	0.989811
IBC2FULL_PF_genomics_Ethiopia_DR2_IBC_merged.COI_dist_plot.samplemiss-25.sitemiss-20_COIfromGDS.tsv	P	1221	0.678414617	0.69531	0.09671	0.237233425	0.724289
IBC2FULL_PF_genomics_Ethiopia_DR2_IBC_merged.COI_dist_plot.samplemiss-25.sitemiss-20_COIfromGDS.tsv	P	1222	0.669725127	0.689143	0.10252	0.146776	0.719382
IBC2FULL_PF_genomics_Ethiopia_DR2_IBC_merged.COI_dist_plot.samplemiss-25.sitemiss-20_COIfromGDS.tsv	P	1223	0.724928292	0.745199	0.10862	0.147355	0.776116
IBC2FULL_PF_genomics_Ethiopia_DR2_IBC_merged.COI_dist_plot.samplemiss-25.sitemiss-20_COIfromGDS.tsv	P	1224	0.979761275	0.998689	0.11512	0.912365975	0.999478
IBC2FULL_PF_genomics_Ethiopia_DR2_IBC_merged.COI_dist_plot.samplemiss-25.sitemiss-20_COIfromGDS.tsv	P	1225	0.46839745	0.481606	0.07729	0.056281	0.513648
IBC2FULL_PF_genomics_Ethiopia_DR2_IBC_merged.COI_dist_plot.samplemiss-25.sitemiss-20_COIfromGDS.tsv	P	1226	0.449737846	0.463535	0.07504	0.096434775	0.496505
IBC2FULL_PF_genomics_Ethiopia_DR2_IBC_merged.COI_dist_plot.samplemiss-25.sitemiss-20_COIfromGDS.tsv	P	1227	0.270352069	0.280416	0.0477	0.047398	0.30690235
IBC2FULL_PF_genomics_Ethiopia_DR2_IBC_merged.COI_dist_plot.samplemiss-25.sitemiss-20_COIfromGDS.tsv	P	1228	0.964970898	0.973333	0.07781	0.956861	0.992608
IBC2FULL_PF_genomics_Ethiopia_DR2_IBC_merged.COI_dist_plot.samplemiss-25.sitemiss-20_COIfromGDS.tsv	P	1229	0.792649608	0.812773	0.11534	0.274887375	0.846063
IBC2FULL_PF_genomics_Ethiopia_DR2_IBC_merged.COI_dist_plot.samplemiss-25.sitemiss-20_COIfromGDS.tsv	P	1231	0.519326268	0.537498	0.08694	0.078334	0.572066
IBC2FULL_PF_genomics_Ethiopia_DR2_IBC_merged.COI_dist_plot.samplemiss-25.sitemiss-20_COIfromGDS.tsv	P	1232	0.609304887	0.627699	0.0953	0.133887	0.659192
IBC2FULL_PF_genomics_Ethiopia_DR2_IBC_merged.COI_dist_plot.samplemiss-25.sitemiss-20_COIfromGDS.tsv	P	1233	0.702247567	0.723553	0.10545	0.147888	0.742591
IBC2FULL_PF_genomics_Ethiopia_DR2_IBC_merged.COI_dist_plot.samplemiss-25.sitemiss-20_COIfromGDS.tsv	P	1234	0.359981978	0.3713575	0.06023	0.049965	0.405511
IBC2FULL_PF_genomics_Ethiopia_DR2_IBC_merged.COI_dist_plot.samplemiss-25.sitemiss-20_COIfromGDS.tsv	P	1235	0.366945805	0.376964	0.06049	0.081968	0.414914925
IBC2FULL_PF_genomics_Ethiopia_DR2_IBC_merged.COI_dist_plot.samplemiss-25.sitemiss-20_COIfromGDS.tsv	P	1236	0.413328331	0.427989	0.07177	0.0990964250000001	0.461860625
IBC2FULL_PF_genomics_Ethiopia_DR2_IBC_merged.COI_dist_plot.samplemiss-25.sitemiss-20_COIfromGDS.tsv	P	1237	0.880288162	0.899391	0.12207	0.436581325	0.923807
IBC2FULL_PF_genomics_Ethiopia_DR2_IBC_merged.COI_dist_plot.samplemiss-25.sitemiss-20_COIfromGDS.tsv	P	1238	0.880682634	0.901379	0.11617	0.478228975	0.92011
IBC2FULL_PF_genomics_Ethiopia_DR2_IBC_merged.COI_dist_plot.samplemiss-25.sitemiss-20_COIfromGDS.tsv	P	1239	0.89432425	0.919448	0.12802	0.407862	0.934928
IBC2FULL_PF_genomics_Ethiopia_DR2_IBC_merged.COI_dist_plot.samplemiss-25.sitemiss-20_COIfromGDS.tsv	P	1240	0.885155717	0.905155	0.11923	0.408959	0.922366
IBC2FULL_PF_genomics_Ethiopia_DR2_IBC_merged.COI_dist_plot.samplemiss-25.sitemiss-20_COIfromGDS.tsv	P	1241	0.84359462	0.865911	0.1229	0.4849572	0.88845
IBC2FULL_PF_genomics_Ethiopia_DR2_IBC_merged.COI_dist_plot.samplemiss-25.sitemiss-20_COIfromGDS.tsv	P	1242	0.839901431	0.864519	0.12386	0.308062	0.885388575
IBC2FULL_PF_genomics_Ethiopia_DR2_IBC_merged.COI_dist_plot.samplemiss-25.sitemiss-20_COIfromGDS.tsv	P	1243	0.00469120700000003	0.002887	0.01446	0.000517	0.027842
IBC2FULL_PF_genomics_Ethiopia_DR2_IBC_merged.COI_dist_plot.samplemiss-25.sitemiss-20_COIfromGDS.tsv	P	1244	0.986525276	0.996309	0.07343	0.966957	0.999792
